member_id,Age,Gender,Plan_Type,Join_Date,Last_Date,Monthly_Fee,PT_Opted,Status,Total_Revenue,Group_Stage,Member_type,Month,,,,
10989,34,M,Monthly,02-09-2023,20-11-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-23,,,,
10990,22,M,Quarterly,09-09-2025,23-12-2025,1000,No,Active,3000,18-24,Safe,Sep-25,,,,
10991,21,F,Yearly,20-05-2025,03-01-2026,1300,Yes,Active,15600,18-24,Safe,May-25,,,,
10992,27,M,Yearly,17-11-2023,31-12-2025,800,No,Active,9600,25-34,Safe,Nov-23,,,,
10993,41,M,Monthly,13-06-2025,01-01-2026,1200,No,Active,1200,35+,Safe,Jun-25,,,,
10994,34,F,Monthly,02-05-2025,18-09-2025,1200,No,Inactive,1200,25-34,High Risk,May-25,,,,
10995,27,M,Yearly,03-08-2023,26-12-2025,800,No,Active,9600,25-34,Safe,Aug-23,,,,
10996,34,F,Yearly,14-11-2025,19-12-2025,800,No,Active,9600,25-34,Safe,Nov-25,,,,
10997,45,F,Quarterly,14-09-2025,19-12-2025,1500,Yes,Active,4500,35+,Safe,Sep-25,,,,
10998,37,F,Quarterly,29-01-2025,09-01-2026,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10999,41,M,Monthly,18-05-2025,03-01-2026,1700,Yes,Active,1700,35+,Safe,May-25,,,,
11000,22,M,Yearly,25-03-2024,09-01-2026,1300,Yes,Active,15600,18-24,Safe,Mar-24,,,,
11001,19,M,Quarterly,04-07-2025,03-01-2026,1000,No,Active,3000,18-24,Safe,Jul-25,,,,
11002,23,F,Monthly,24-12-2024,31-12-2025,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
11003,38,F,Monthly,16-06-2024,11-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jun-24,,,,
11004,19,M,Yearly,02-09-2024,08-11-2025,800,No,Inactive,9600,18-24,High Risk,Sep-24,,,,
11005,30,M,Monthly,17-12-2024,19-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Dec-24,,,,
11006,28,M,Monthly,02-02-2025,23-12-2025,1200,No,Active,1200,25-34,Safe,Feb-25,,,,
11007,28,M,Quarterly,10-07-2025,03-01-2026,1000,No,Active,3000,25-34,Safe,Jul-25,,,,
11008,33,F,Monthly,26-07-2024,20-12-2025,1200,No,Active,1200,25-34,Safe,Jul-24,,,,
11009,28,M,Monthly,04-11-2025,03-11-2025,1700,Yes,Inactive,1700,25-34,High Risk,Nov-25,,,,
11010,36,F,Yearly,11-07-2025,06-12-2025,800,No,Inactive,9600,35+,High Risk,Jul-25,,,,
11011,32,F,Yearly,18-07-2024,20-11-2025,800,No,Inactive,9600,25-34,High Risk,Jul-24,,,,
11012,42,M,Yearly,14-04-2025,01-12-2025,800,No,Inactive,9600,35+,High Risk,Apr-25,,,,
11013,40,M,Yearly,15-08-2023,27-10-2025,800,No,Inactive,9600,35+,High Risk,Aug-23,,,,
11014,40,M,Quarterly,18-06-2025,25-12-2025,1000,No,Active,3000,35+,Safe,Jun-25,,,,
11015,33,M,Yearly,14-02-2025,27-12-2025,1300,Yes,Active,15600,25-34,Safe,Feb-25,,,,
11016,28,F,Monthly,07-10-2024,29-12-2025,1200,No,Active,1200,25-34,Safe,Oct-24,,,,
11017,39,F,Quarterly,13-01-2025,29-12-2025,1000,No,Active,3000,35+,Safe,Jan-25,,,,
11018,33,F,Yearly,17-01-2025,02-11-2025,1300,Yes,Inactive,15600,25-34,High Risk,Jan-25,,,,
11019,25,M,Monthly,16-04-2025,18-12-2025,1200,No,Active,1200,25-34,Safe,Apr-25,,,,
11020,21,M,Monthly,25-12-2024,24-12-2025,1700,Yes,Active,1700,18-24,Safe,Dec-24,,,,
11021,25,F,Quarterly,12-08-2025,10-01-2026,1000,No,Active,3000,25-34,Safe,Aug-25,,,,
11022,21,M,Monthly,02-10-2023,28-11-2025,1200,No,Inactive,1200,18-24,High Risk,Oct-23,,,,
11023,41,M,Monthly,26-04-2025,29-12-2025,1700,Yes,Active,1700,35+,Safe,Apr-25,,,,
11024,42,M,Yearly,17-10-2025,18-11-2025,800,No,Inactive,9600,35+,High Risk,Oct-25,,,,
11025,20,M,Yearly,31-01-2025,02-01-2026,1300,Yes,Active,15600,18-24,Safe,Jan-25,,,,
11026,20,M,Monthly,29-12-2023,02-01-2026,1200,No,Active,1200,18-24,Safe,Dec-23,,,,
11027,44,M,Monthly,06-12-2023,09-01-2026,1700,Yes,Active,1700,35+,Safe,Dec-23,,,,
11028,35,F,Monthly,29-07-2025,07-01-2026,1200,No,Active,1200,35+,Safe,Jul-25,,,,
11029,43,M,Yearly,03-11-2024,04-01-2026,1300,Yes,Active,15600,35+,Safe,Nov-24,,,,
11030,36,M,Quarterly,10-11-2023,28-09-2025,1000,No,Inactive,3000,35+,High Risk,Nov-23,,,,
11031,36,M,Monthly,20-12-2024,30-11-2025,1200,No,Inactive,1200,35+,High Risk,Dec-24,,,,
11032,38,F,Quarterly,19-10-2023,27-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-23,,,,
11033,22,M,Monthly,11-03-2025,18-12-2025,1200,No,Active,1200,18-24,Safe,Mar-25,,,,
11034,35,M,Quarterly,31-05-2025,10-11-2025,1000,No,Inactive,3000,35+,High Risk,May-25,,,,
11035,45,M,Yearly,29-03-2025,09-01-2026,800,No,Active,9600,35+,Safe,Mar-25,,,,
11036,27,F,Quarterly,08-08-2023,09-01-2026,1500,Yes,Active,4500,25-34,Safe,Aug-23,,,,
11037,39,M,Quarterly,22-04-2024,02-10-2025,1000,No,Inactive,3000,35+,High Risk,Apr-24,,,,
11038,38,F,Monthly,07-12-2023,01-01-2026,1700,Yes,Active,1700,35+,Safe,Dec-23,,,,
11039,23,F,Quarterly,09-08-2024,09-01-2026,1500,Yes,Active,4500,18-24,Safe,Aug-24,,,,
11040,18,M,Quarterly,25-06-2024,04-01-2026,1000,No,Active,3000,18-24,Safe,Jun-24,,,,
11041,22,F,Monthly,19-06-2024,17-12-2025,1700,Yes,Active,1700,18-24,Safe,Jun-24,,,,
11042,26,M,Quarterly,13-11-2023,05-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Nov-23,,,,
11043,29,F,Monthly,04-07-2024,20-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jul-24,,,,
11044,43,M,Yearly,02-03-2024,18-12-2025,1300,Yes,Active,15600,35+,Safe,Mar-24,,,,
11045,31,F,Monthly,03-03-2024,24-12-2025,1700,Yes,Active,1700,25-34,Safe,Mar-24,,,,
11046,19,M,Yearly,18-12-2023,01-01-2026,800,No,Active,9600,18-24,Safe,Dec-23,,,,
11047,34,M,Monthly,18-04-2025,29-12-2025,1700,Yes,Active,1700,25-34,Safe,Apr-25,,,,
11048,31,M,Yearly,11-09-2025,10-01-2026,800,No,Active,9600,25-34,Safe,Sep-25,,,,
11049,43,M,Quarterly,23-05-2024,08-01-2026,1500,Yes,Active,4500,35+,Safe,May-24,,,,
11050,30,M,Yearly,16-09-2024,25-12-2025,800,No,Active,9600,25-34,Safe,Sep-24,,,,
11051,44,M,Monthly,06-04-2024,08-01-2026,1700,Yes,Active,1700,35+,Safe,Apr-24,,,,
11052,26,M,Quarterly,22-12-2023,04-01-2026,1000,No,Active,3000,25-34,Safe,Dec-23,,,,
11053,43,M,Yearly,03-09-2023,23-12-2025,800,No,Active,9600,35+,Safe,Sep-23,,,,
11054,42,F,Monthly,14-01-2024,09-01-2026,1700,Yes,Active,1700,35+,Safe,Jan-24,,,,
11055,32,M,Monthly,03-09-2025,16-09-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-25,,,,
11056,42,M,Quarterly,11-11-2025,28-12-2025,1000,No,Active,3000,35+,Safe,Nov-25,,,,
11057,39,M,Quarterly,23-09-2024,10-01-2026,1500,Yes,Active,4500,35+,Safe,Sep-24,,,,
11058,32,M,Monthly,02-11-2024,01-01-2026,1200,No,Active,1200,25-34,Safe,Nov-24,,,,
11059,41,F,Monthly,27-03-2024,23-12-2025,1200,No,Active,1200,35+,Safe,Mar-24,,,,
11060,28,M,Monthly,08-09-2024,28-12-2025,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
11061,33,F,Yearly,12-03-2025,05-10-2025,1300,Yes,Inactive,15600,25-34,High Risk,Mar-25,,,,
11062,34,F,Quarterly,04-09-2023,27-12-2025,1000,No,Active,3000,25-34,Safe,Sep-23,,,,
11063,43,F,Yearly,27-06-2024,30-12-2025,800,No,Active,9600,35+,Safe,Jun-24,,,,
11064,21,M,Yearly,20-11-2024,21-12-2025,800,No,Active,9600,18-24,Safe,Nov-24,,,,
11065,18,F,Quarterly,22-08-2024,13-10-2025,1000,No,Inactive,3000,18-24,High Risk,Aug-24,,,,
11066,25,F,Monthly,21-10-2024,03-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Oct-24,,,,
11067,34,M,Monthly,25-11-2025,19-12-2025,1200,No,Active,1200,25-34,Safe,Nov-25,,,,
11068,20,M,Monthly,07-06-2024,10-01-2026,1700,Yes,Active,1700,18-24,Safe,Jun-24,,,,
11069,37,M,Yearly,21-04-2025,10-01-2026,1300,Yes,Active,15600,35+,Safe,Apr-25,,,,
11070,32,M,Quarterly,28-04-2024,19-12-2025,1000,No,Active,3000,25-34,Safe,Apr-24,,,,
11071,32,M,Monthly,17-08-2023,20-12-2025,1200,No,Active,1200,25-34,Safe,Aug-23,,,,
11072,41,M,Monthly,16-10-2024,05-01-2026,1700,Yes,Active,1700,35+,Safe,Oct-24,,,,
11073,39,M,Quarterly,07-06-2024,08-10-2025,1000,No,Inactive,3000,35+,High Risk,Jun-24,,,,
11074,31,M,Quarterly,02-01-2024,22-12-2025,1000,No,Active,3000,25-34,Safe,Jan-24,,,,
11075,43,M,Monthly,06-01-2024,02-01-2026,1200,No,Active,1200,35+,Safe,Jan-24,,,,
11076,45,M,Yearly,05-07-2024,13-11-2025,800,No,Inactive,9600,35+,High Risk,Jul-24,,,,
11077,40,M,Quarterly,08-10-2024,04-01-2026,1000,No,Active,3000,35+,Safe,Oct-24,,,,
11078,31,M,Monthly,03-04-2025,20-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Apr-25,,,,
11079,41,M,Yearly,20-05-2024,02-01-2026,1300,Yes,Active,15600,35+,Safe,May-24,,,,
11080,19,F,Monthly,30-09-2023,02-01-2026,1200,No,Active,1200,18-24,Safe,Sep-23,,,,
11081,30,M,Yearly,03-05-2025,05-01-2026,1300,Yes,Active,15600,25-34,Safe,May-25,,,,
11082,43,M,Yearly,24-12-2023,30-12-2025,800,No,Active,9600,35+,Safe,Dec-23,,,,
11083,31,F,Quarterly,13-04-2025,27-12-2025,1000,No,Active,3000,25-34,Safe,Apr-25,,,,
11084,44,M,Yearly,17-05-2025,09-01-2026,800,No,Active,9600,35+,Safe,May-25,,,,
11085,41,M,Monthly,06-06-2024,14-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jun-24,,,,
11086,36,F,Yearly,21-11-2024,01-01-2026,800,No,Active,9600,35+,Safe,Nov-24,,,,
11087,24,F,Quarterly,05-01-2024,21-11-2025,1000,No,Inactive,3000,18-24,High Risk,Jan-24,,,,
11088,20,M,Quarterly,30-07-2023,06-11-2025,1000,No,Inactive,3000,18-24,High Risk,Jul-23,,,,
11089,32,M,Yearly,18-02-2024,03-01-2026,1300,Yes,Active,15600,25-34,Safe,Feb-24,,,,
11090,40,F,Yearly,12-02-2024,04-01-2026,800,No,Active,9600,35+,Safe,Feb-24,,,,
11091,31,M,Yearly,23-05-2025,08-01-2026,800,No,Active,9600,25-34,Safe,May-25,,,,
11092,28,M,Monthly,12-04-2024,22-12-2025,1200,No,Active,1200,25-34,Safe,Apr-24,,,,
11093,32,F,Yearly,05-06-2025,05-01-2026,800,No,Active,9600,25-34,Safe,Jun-25,,,,
11094,45,M,Quarterly,30-08-2023,02-01-2026,1500,Yes,Active,4500,35+,Safe,Aug-23,,,,
11095,30,M,Yearly,01-08-2024,21-12-2025,1300,Yes,Active,15600,25-34,Safe,Aug-24,,,,
11096,35,M,Quarterly,17-03-2024,01-01-2026,1000,No,Active,3000,35+,Safe,Mar-24,,,,
11097,43,F,Monthly,15-03-2025,02-01-2026,1200,No,Active,1200,35+,Safe,Mar-25,,,,
11098,23,M,Monthly,12-09-2023,25-12-2025,1200,No,Active,1200,18-24,Safe,Sep-23,,,,
11099,20,M,Quarterly,11-04-2025,02-01-2026,1500,Yes,Active,4500,18-24,Safe,Apr-25,,,,
11100,36,M,Yearly,07-09-2023,21-12-2025,1300,Yes,Active,15600,35+,Safe,Sep-23,,,,
11101,32,M,Monthly,05-06-2024,21-12-2025,1700,Yes,Active,1700,25-34,Safe,Jun-24,,,,
11102,42,M,Quarterly,15-11-2025,04-01-2026,1500,Yes,Active,4500,35+,Safe,Nov-25,,,,
11103,40,F,Monthly,07-07-2024,03-01-2026,1200,No,Active,1200,35+,Safe,Jul-24,,,,
11104,22,M,Yearly,25-10-2024,19-12-2025,800,No,Active,9600,18-24,Safe,Oct-24,,,,
11105,45,M,Quarterly,31-07-2024,23-09-2025,1500,Yes,Inactive,4500,35+,High Risk,Jul-24,,,,
11106,27,F,Monthly,10-07-2024,23-12-2025,1700,Yes,Active,1700,25-34,Safe,Jul-24,,,,
11107,24,M,Monthly,20-09-2024,26-12-2025,1700,Yes,Active,1700,18-24,Safe,Sep-24,,,,
11108,42,F,Monthly,24-01-2024,21-12-2025,1200,No,Active,1200,35+,Safe,Jan-24,,,,
11109,34,M,Quarterly,01-09-2023,27-12-2025,1500,Yes,Active,4500,25-34,Safe,Sep-23,,,,
11110,24,M,Monthly,26-03-2025,24-12-2025,1200,No,Active,1200,18-24,Safe,Mar-25,,,,
11111,39,M,Monthly,29-11-2025,25-12-2025,1200,No,Active,1200,35+,Safe,Nov-25,,,,
11112,43,F,Yearly,21-09-2025,18-12-2025,800,No,Active,9600,35+,Safe,Sep-25,,,,
11113,29,M,Yearly,19-11-2025,09-01-2026,800,No,Active,9600,25-34,Safe,Nov-25,,,,
11114,42,M,Quarterly,12-06-2024,30-12-2025,1000,No,Active,3000,35+,Safe,Jun-24,,,,
11115,34,M,Yearly,01-08-2023,25-12-2025,800,No,Active,9600,25-34,Safe,Aug-23,,,,
11116,30,M,Monthly,26-10-2024,04-11-2025,1700,Yes,Inactive,1700,25-34,High Risk,Oct-24,,,,
11117,37,M,Quarterly,30-07-2023,30-12-2025,1000,No,Active,3000,35+,Safe,Jul-23,,,,
11118,42,F,Quarterly,04-12-2023,20-09-2025,1000,No,Inactive,3000,35+,High Risk,Dec-23,,,,
11119,21,M,Quarterly,24-03-2025,09-01-2026,1500,Yes,Active,4500,18-24,Safe,Mar-25,,,,
11120,27,F,Monthly,04-11-2025,22-12-2025,1200,No,Active,1200,25-34,Safe,Nov-25,,,,
11121,20,M,Quarterly,21-03-2025,20-12-2025,1500,Yes,Active,4500,18-24,Safe,Mar-25,,,,
11122,26,M,Monthly,27-11-2025,05-01-2026,1200,No,Active,1200,25-34,Safe,Nov-25,,,,
11123,30,M,Quarterly,04-01-2025,27-12-2025,1000,No,Active,3000,25-34,Safe,Jan-25,,,,
11124,35,M,Monthly,15-06-2025,01-01-2026,1200,No,Active,1200,35+,Safe,Jun-25,,,,
11125,32,F,Monthly,19-09-2024,20-11-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-24,,,,
11126,21,F,Monthly,25-06-2025,10-01-2026,1200,No,Active,1200,18-24,Safe,Jun-25,,,,
11127,32,M,Monthly,13-06-2024,18-11-2025,1200,No,Inactive,1200,25-34,High Risk,Jun-24,,,,
11128,39,M,Quarterly,27-09-2023,14-09-2025,1000,No,Inactive,3000,35+,High Risk,Sep-23,,,,
11129,19,M,Monthly,16-03-2024,18-12-2025,1200,No,Active,1200,18-24,Safe,Mar-24,,,,
11130,32,F,Yearly,12-03-2025,19-09-2025,800,No,Inactive,9600,25-34,High Risk,Mar-25,,,,
11131,25,M,Monthly,23-09-2023,27-12-2025,1200,No,Active,1200,25-34,Safe,Sep-23,,,,
11132,25,M,Monthly,05-07-2024,03-01-2026,1200,No,Active,1200,25-34,Safe,Jul-24,,,,
11133,34,F,Quarterly,28-08-2024,06-01-2026,1000,No,Active,3000,25-34,Safe,Aug-24,,,,
11134,29,M,Monthly,18-05-2025,20-12-2025,1200,No,Active,1200,25-34,Safe,May-25,,,,
11135,36,M,Quarterly,26-06-2024,23-12-2025,1000,No,Active,3000,35+,Safe,Jun-24,,,,
11136,27,M,Quarterly,12-12-2024,23-12-2025,1500,Yes,Active,4500,25-34,Safe,Dec-24,,,,
11137,26,F,Monthly,03-01-2024,27-12-2025,1200,No,Active,1200,25-34,Safe,Jan-24,,,,
11138,22,M,Monthly,26-04-2025,19-12-2025,1200,No,Active,1200,18-24,Safe,Apr-25,,,,
11139,23,M,Monthly,10-10-2023,29-12-2025,1700,Yes,Active,1700,18-24,Safe,Oct-23,,,,
11140,37,M,Monthly,19-02-2024,05-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Feb-24,,,,
11141,43,M,Monthly,25-04-2025,17-12-2025,1200,No,Active,1200,35+,Safe,Apr-25,,,,
11142,19,M,Monthly,08-11-2025,04-01-2026,1700,Yes,Active,1700,18-24,Safe,Nov-25,,,,
11143,44,M,Monthly,12-05-2024,24-12-2025,1700,Yes,Active,1700,35+,Safe,May-24,,,,
11144,41,M,Quarterly,01-09-2025,26-11-2025,1000,No,Inactive,3000,35+,High Risk,Sep-25,,,,
11145,44,M,Quarterly,28-07-2023,10-01-2026,1000,No,Active,3000,35+,Safe,Jul-23,,,,
11146,30,M,Quarterly,03-05-2024,10-01-2026,1000,No,Active,3000,25-34,Safe,May-24,,,,
11147,23,M,Monthly,06-12-2025,24-12-2025,1200,No,Active,1200,18-24,Safe,Dec-25,,,,
11148,22,F,Monthly,03-12-2024,24-12-2025,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
11149,42,M,Yearly,06-06-2025,27-12-2025,1300,Yes,Active,15600,35+,Safe,Jun-25,,,,
11150,18,F,Quarterly,11-02-2025,17-10-2025,1000,No,Inactive,3000,18-24,High Risk,Feb-25,,,,
11151,38,F,Yearly,24-09-2025,20-12-2025,800,No,Active,9600,35+,Safe,Sep-25,,,,
11152,39,M,Monthly,27-08-2024,31-12-2025,1200,No,Active,1200,35+,Safe,Aug-24,,,,
11153,38,M,Quarterly,25-07-2024,01-01-2026,1500,Yes,Active,4500,35+,Safe,Jul-24,,,,
11154,23,M,Quarterly,24-11-2024,24-10-2025,1000,No,Inactive,3000,18-24,High Risk,Nov-24,,,,
11155,23,M,Monthly,30-12-2024,24-12-2025,1700,Yes,Active,1700,18-24,Safe,Dec-24,,,,
11156,40,M,Quarterly,28-12-2023,29-12-2025,1000,No,Active,3000,35+,Safe,Dec-23,,,,
11157,33,M,Quarterly,12-10-2025,23-12-2025,1500,Yes,Active,4500,25-34,Safe,Oct-25,,,,
11158,21,M,Monthly,27-02-2024,10-01-2026,1200,No,Active,1200,18-24,Safe,Feb-24,,,,
11159,28,F,Monthly,15-10-2025,21-12-2025,1200,No,Active,1200,25-34,Safe,Oct-25,,,,
11160,41,M,Yearly,20-03-2025,31-12-2025,1300,Yes,Active,15600,35+,Safe,Mar-25,,,,
11161,40,F,Yearly,14-10-2024,28-12-2025,800,No,Active,9600,35+,Safe,Oct-24,,,,
11162,26,M,Monthly,15-11-2024,17-11-2025,1200,No,Inactive,1200,25-34,High Risk,Nov-24,,,,
11163,40,F,Monthly,28-05-2024,30-12-2025,1200,No,Active,1200,35+,Safe,May-24,,,,
11164,20,M,Monthly,01-08-2024,30-12-2025,1200,No,Active,1200,18-24,Safe,Aug-24,,,,
11165,36,M,Quarterly,09-10-2024,23-12-2025,1000,No,Active,3000,35+,Safe,Oct-24,,,,
11166,25,M,Monthly,18-05-2024,18-09-2025,1200,No,Inactive,1200,25-34,High Risk,May-24,,,,
11167,22,M,Yearly,14-02-2024,12-10-2025,1300,Yes,Inactive,15600,18-24,High Risk,Feb-24,,,,
11168,21,M,Monthly,04-12-2023,24-12-2025,1700,Yes,Active,1700,18-24,Safe,Dec-23,,,,
11169,41,F,Monthly,06-04-2024,31-12-2025,1700,Yes,Active,1700,35+,Safe,Apr-24,,,,
11170,23,M,Quarterly,14-10-2025,20-12-2025,1000,No,Active,3000,18-24,Safe,Oct-25,,,,
11171,19,M,Yearly,14-08-2024,31-12-2025,1300,Yes,Active,15600,18-24,Safe,Aug-24,,,,
11172,37,F,Quarterly,29-09-2023,22-12-2025,1500,Yes,Active,4500,35+,Safe,Sep-23,,,,
11173,45,F,Monthly,03-03-2025,01-01-2026,1200,No,Active,1200,35+,Safe,Mar-25,,,,
11174,28,M,Yearly,31-05-2024,23-12-2025,800,No,Active,9600,25-34,Safe,May-24,,,,
11175,21,M,Monthly,07-06-2024,25-12-2025,1200,No,Active,1200,18-24,Safe,Jun-24,,,,
11176,32,M,Yearly,31-03-2024,30-12-2025,1300,Yes,Active,15600,25-34,Safe,Mar-24,,,,
11177,23,M,Monthly,24-08-2023,22-11-2025,1200,No,Inactive,1200,18-24,High Risk,Aug-23,,,,
11178,39,F,Yearly,31-10-2025,25-12-2025,800,No,Active,9600,35+,Safe,Oct-25,,,,
11179,34,F,Quarterly,20-02-2024,11-12-2025,1000,No,Inactive,3000,25-34,High Risk,Feb-24,,,,
11180,41,F,Monthly,21-01-2025,24-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jan-25,,,,
11181,23,F,Yearly,31-10-2024,05-01-2026,800,No,Active,9600,18-24,Safe,Oct-24,,,,
11182,36,M,Monthly,22-01-2024,25-10-2025,1200,No,Inactive,1200,35+,High Risk,Jan-24,,,,
11183,42,F,Monthly,05-02-2025,27-09-2025,1700,Yes,Inactive,1700,35+,High Risk,Feb-25,,,,
11184,19,F,Quarterly,21-01-2024,30-12-2025,1000,No,Active,3000,18-24,Safe,Jan-24,,,,
11185,32,M,Monthly,15-05-2024,08-01-2026,1200,No,Active,1200,25-34,Safe,May-24,,,,
11186,28,F,Quarterly,09-11-2023,20-12-2025,1500,Yes,Active,4500,25-34,Safe,Nov-23,,,,
11187,25,M,Monthly,29-09-2025,05-10-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-25,,,,
11188,43,M,Monthly,18-11-2023,28-12-2025,1700,Yes,Active,1700,35+,Safe,Nov-23,,,,
11189,36,F,Monthly,29-03-2025,29-12-2025,1700,Yes,Active,1700,35+,Safe,Mar-25,,,,
11190,30,M,Monthly,31-10-2024,09-01-2026,1200,No,Active,1200,25-34,Safe,Oct-24,,,,
11191,29,M,Quarterly,25-11-2024,29-09-2025,1000,No,Inactive,3000,25-34,High Risk,Nov-24,,,,
11192,22,M,Yearly,09-09-2025,03-01-2026,800,No,Active,9600,18-24,Safe,Sep-25,,,,
11193,23,M,Yearly,01-08-2024,03-01-2026,800,No,Active,9600,18-24,Safe,Aug-24,,,,
11194,43,F,Yearly,08-06-2025,03-10-2025,1300,Yes,Inactive,15600,35+,High Risk,Jun-25,,,,
11195,39,M,Monthly,22-09-2025,03-01-2026,1200,No,Active,1200,35+,Safe,Sep-25,,,,
11196,21,M,Monthly,25-08-2024,07-01-2026,1200,No,Active,1200,18-24,Safe,Aug-24,,,,
11197,36,F,Monthly,06-01-2024,16-11-2025,1200,No,Inactive,1200,35+,High Risk,Jan-24,,,,
11198,37,M,Monthly,18-06-2025,15-10-2025,1200,No,Inactive,1200,35+,High Risk,Jun-25,,,,
11199,18,M,Quarterly,12-10-2025,26-12-2025,1000,No,Active,3000,18-24,Safe,Oct-25,,,,
11200,37,M,Monthly,23-07-2024,30-12-2025,1200,No,Active,1200,35+,Safe,Jul-24,,,,
11201,34,F,Monthly,13-03-2024,20-12-2025,1200,No,Active,1200,25-34,Safe,Mar-24,,,,
11202,29,M,Yearly,06-05-2024,24-11-2025,1300,Yes,Inactive,15600,25-34,High Risk,May-24,,,,
11203,32,M,Quarterly,11-01-2024,13-11-2025,1000,No,Inactive,3000,25-34,High Risk,Jan-24,,,,
11204,18,M,Monthly,21-05-2024,28-12-2025,1700,Yes,Active,1700,18-24,Safe,May-24,,,,
11205,43,M,Monthly,03-01-2025,23-12-2025,1700,Yes,Active,1700,35+,Safe,Jan-25,,,,
11206,31,M,Monthly,10-01-2024,05-01-2026,1700,Yes,Active,1700,25-34,Safe,Jan-24,,,,
11207,23,M,Yearly,25-05-2024,21-12-2025,800,No,Active,9600,18-24,Safe,May-24,,,,
11208,22,M,Monthly,12-05-2024,07-01-2026,1200,No,Active,1200,18-24,Safe,May-24,,,,
11209,28,F,Monthly,04-12-2025,07-11-2025,1200,No,Inactive,1200,25-34,High Risk,Dec-25,,,,
11210,21,M,Monthly,24-08-2023,05-12-2025,1200,No,Inactive,1200,18-24,High Risk,Aug-23,,,,
11211,30,F,Quarterly,05-11-2024,01-01-2026,1000,No,Active,3000,25-34,Safe,Nov-24,,,,
11212,28,F,Monthly,27-01-2024,02-01-2026,1700,Yes,Active,1700,25-34,Safe,Jan-24,,,,
11213,20,F,Yearly,17-11-2025,05-01-2026,1300,Yes,Active,15600,18-24,Safe,Nov-25,,,,
11214,18,M,Yearly,19-09-2025,23-09-2025,800,No,Inactive,9600,18-24,High Risk,Sep-25,,,,
11215,23,M,Yearly,30-04-2025,29-12-2025,800,No,Active,9600,18-24,Safe,Apr-25,,,,
11216,35,M,Monthly,21-07-2024,22-12-2025,1200,No,Active,1200,35+,Safe,Jul-24,,,,
11217,41,M,Yearly,29-11-2023,20-12-2025,800,No,Active,9600,35+,Safe,Nov-23,,,,
11218,27,M,Quarterly,22-10-2024,18-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Oct-24,,,,
11219,22,F,Monthly,31-03-2025,18-11-2025,1200,No,Inactive,1200,18-24,High Risk,Mar-25,,,,
11220,40,F,Quarterly,27-05-2024,29-12-2025,1000,No,Active,3000,35+,Safe,May-24,,,,
11221,27,M,Monthly,26-05-2024,29-12-2025,1200,No,Active,1200,25-34,Safe,May-24,,,,
11222,29,M,Monthly,24-09-2024,18-12-2025,1700,Yes,Active,1700,25-34,Safe,Sep-24,,,,
11223,19,F,Quarterly,04-02-2025,31-12-2025,1000,No,Active,3000,18-24,Safe,Feb-25,,,,
11224,30,M,Monthly,18-09-2023,26-12-2025,1200,No,Active,1200,25-34,Safe,Sep-23,,,,
11225,25,M,Quarterly,25-04-2024,28-12-2025,1500,Yes,Active,4500,25-34,Safe,Apr-24,,,,
11226,19,F,Monthly,19-09-2024,21-11-2025,1200,No,Inactive,1200,18-24,High Risk,Sep-24,,,,
11227,37,M,Yearly,07-03-2025,09-01-2026,800,No,Active,9600,35+,Safe,Mar-25,,,,
11228,18,M,Yearly,19-05-2024,23-12-2025,800,No,Active,9600,18-24,Safe,May-24,,,,
11229,22,M,Yearly,03-12-2025,30-10-2025,800,No,Inactive,9600,18-24,High Risk,Dec-25,,,,
11230,26,F,Monthly,08-05-2025,22-12-2025,1200,No,Active,1200,25-34,Safe,May-25,,,,
11231,34,M,Monthly,04-07-2025,23-12-2025,1200,No,Active,1200,25-34,Safe,Jul-25,,,,
11232,26,M,Quarterly,21-03-2024,06-01-2026,1500,Yes,Active,4500,25-34,Safe,Mar-24,,,,
11233,28,M,Monthly,12-07-2025,24-12-2025,1700,Yes,Active,1700,25-34,Safe,Jul-25,,,,
11234,32,M,Monthly,01-12-2025,10-01-2026,1700,Yes,Active,1700,25-34,Safe,Dec-25,,,,
11235,41,M,Quarterly,26-07-2024,14-09-2025,1000,No,Inactive,3000,35+,High Risk,Jul-24,,,,
11236,23,F,Quarterly,06-12-2025,23-12-2025,1000,No,Active,3000,18-24,Safe,Dec-25,,,,
